t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1635347290,9,4.408644,3.412559,2.172173,0.106239,3.401439,3.401439,3.401439,3.401439,4.408644,4.408644,0.003477,0.000802,0.002906,0.014356,calls/second,seconds
1635347320,9,4.408644,3.412559,2.172173,0.106239,3.401439,3.401439,3.401439,3.401439,4.408644,4.408644,0.003437,0.000486,0.002629,0.013885,calls/second,seconds
1635347350,9,4.408644,3.412559,2.172173,0.106239,3.401439,3.401439,3.401439,3.401439,4.408644,4.408644,0.003398,0.000295,0.002379,0.013430,calls/second,seconds
1635347380,9,4.408644,3.412559,2.172173,0.106239,3.401439,3.401439,3.401439,3.401439,4.408644,4.408644,0.003360,0.000179,0.002153,0.012989,calls/second,seconds
1635347410,10,4.408644,3.121360,2.172173,0.032835,3.118088,3.118088,3.118088,3.118088,3.401439,3.401439,0.003692,0.016100,0.005254,0.013672,calls/second,seconds
1635347440,10,4.408644,3.121360,2.172173,0.032835,3.118088,3.118088,3.118088,3.118088,3.401439,3.401439,0.003652,0.009765,0.004754,0.013223,calls/second,seconds
1635347470,10,4.408644,3.121360,2.172173,0.032835,3.118088,3.118088,3.118088,3.118088,3.401439,3.401439,0.003612,0.005923,0.004301,0.012790,calls/second,seconds
1635347500,10,4.408644,3.121360,2.172173,0.032835,3.118088,3.118088,3.118088,3.118088,3.401439,3.401439,0.003573,0.003592,0.003892,0.012371,calls/second,seconds
1635347530,10,4.408644,3.121360,2.172173,0.032835,3.118088,3.118088,3.118088,3.118088,3.401439,3.401439,0.003535,0.002179,0.003522,0.011965,calls/second,seconds
1635347560,10,4.408644,3.121360,2.172173,0.032835,3.118088,3.118088,3.118088,3.118088,3.401439,3.401439,0.003498,0.001322,0.003186,0.011573,calls/second,seconds
1635347590,10,4.408644,3.121360,2.172173,0.032835,3.118088,3.118088,3.118088,3.118088,3.401439,3.401439,0.003462,0.000802,0.002883,0.011193,calls/second,seconds
1635347620,10,4.408644,3.121360,2.172173,0.032835,3.118088,3.118088,3.118088,3.118088,3.401439,3.401439,0.003426,0.000486,0.002609,0.010826,calls/second,seconds
1635347650,10,4.408644,3.121360,2.172173,0.032835,3.118088,3.118088,3.118088,3.118088,3.401439,3.401439,0.003391,0.000295,0.002361,0.010471,calls/second,seconds
1635347680,10,4.408644,3.121360,2.172173,0.032835,3.118088,3.118088,3.118088,3.118088,3.401439,3.401439,0.003357,0.000179,0.002136,0.010128,calls/second,seconds
1635347710,11,4.408644,3.453110,2.172173,0.035332,3.456837,3.456837,3.456837,3.456837,3.456837,3.456837,0.003656,0.016100,0.005238,0.010904,calls/second,seconds
1635347740,11,4.408644,3.453110,2.172173,0.035332,3.456837,3.456837,3.456837,3.456837,3.456837,3.456837,0.003620,0.009765,0.004740,0.010547,calls/second,seconds
1635347770,11,4.408644,3.453110,2.172173,0.035332,3.456837,3.456837,3.456837,3.456837,3.456837,3.456837,0.003585,0.005923,0.004289,0.010201,calls/second,seconds
1635347800,11,4.408644,3.453110,2.172173,0.035332,3.456837,3.456837,3.456837,3.456837,3.456837,3.456837,0.003550,0.003592,0.003881,0.009867,calls/second,seconds
1635347830,11,4.408644,3.453110,2.172173,0.035332,3.456837,3.456837,3.456837,3.456837,3.456837,3.456837,0.003516,0.002179,0.003511,0.009543,calls/second,seconds
1635347860,11,4.408644,3.453110,2.172173,0.035332,3.456837,3.456837,3.456837,3.456837,3.456837,3.456837,0.003483,0.001322,0.003177,0.009230,calls/second,seconds
1635347890,11,4.408644,3.453110,2.172173,0.035332,3.456837,3.456837,3.456837,3.456837,3.456837,3.456837,0.003450,0.000802,0.002875,0.008928,calls/second,seconds
1635347920,11,4.408644,3.453110,2.172173,0.035332,3.456837,3.456837,3.456837,3.456837,3.456837,3.456837,0.003418,0.000486,0.002601,0.008635,calls/second,seconds
1635347950,11,4.408644,3.453110,2.172173,0.035332,3.456837,3.456837,3.456837,3.456837,3.456837,3.456837,0.003386,0.000295,0.002354,0.008352,calls/second,seconds
1635347980,11,4.408644,3.453110,2.172173,0.035332,3.456837,3.456837,3.456837,3.456837,3.456837,3.456837,0.003355,0.000179,0.002130,0.008078,calls/second,seconds
1635348010,12,4.408644,3.833495,2.172173,0.040488,3.837768,3.837768,3.837768,3.837768,3.837768,3.837768,0.003627,0.016100,0.005233,0.008921,calls/second,seconds
1635348040,12,4.408644,3.833495,2.172173,0.040488,3.837768,3.837768,3.837768,3.837768,3.837768,3.837768,0.003594,0.009765,0.004735,0.008629,calls/second,seconds
1635348070,12,4.408644,3.833495,2.172173,0.040488,3.837768,3.837768,3.837768,3.837768,3.837768,3.837768,0.003562,0.005923,0.004284,0.008346,calls/second,seconds
1635348100,12,4.408644,3.833495,2.172173,0.040488,3.837768,3.837768,3.837768,3.837768,3.837768,3.837768,0.003531,0.003592,0.003877,0.008072,calls/second,seconds
1635348130,12,4.408644,3.833495,2.172173,0.040488,3.837768,3.837768,3.837768,3.837768,3.837768,3.837768,0.003500,0.002179,0.003508,0.007808,calls/second,seconds
1635348160,12,4.408644,3.833495,2.172173,0.040488,3.837768,3.837768,3.837768,3.837768,3.837768,3.837768,0.003470,0.001322,0.003174,0.007552,calls/second,seconds
1635348190,12,4.408644,3.833495,2.172173,0.040488,3.837768,3.837768,3.837768,3.837768,3.837768,3.837768,0.003440,0.000802,0.002872,0.007304,calls/second,seconds
1635348220,12,4.408644,3.833495,2.172173,0.040488,3.837768,3.837768,3.837768,3.837768,3.837768,3.837768,0.003410,0.000486,0.002599,0.007065,calls/second,seconds
1635348250,12,4.408644,3.833495,2.172173,0.040488,3.837768,3.837768,3.837768,3.837768,3.837768,3.837768,0.003382,0.000295,0.002351,0.006833,calls/second,seconds
1635348280,12,4.408644,3.833495,2.172173,0.040488,3.837768,3.837768,3.837768,3.837768,3.837768,3.837768,0.003353,0.000179,0.002128,0.006609,calls/second,seconds
1635348310,13,4.408644,3.104635,2.172173,0.077369,3.096447,3.096447,3.096447,3.096447,3.837768,3.837768,0.003603,0.016100,0.005231,0.007500,calls/second,seconds
1635348340,13,4.408644,3.104635,2.172173,0.077369,3.096447,3.096447,3.096447,3.096447,3.837768,3.837768,0.003573,0.009765,0.004733,0.007254,calls/second,seconds
1635348370,13,4.408644,3.104635,2.172173,0.077369,3.096447,3.096447,3.096447,3.096447,3.837768,3.837768,0.003544,0.005923,0.004283,0.007017,calls/second,seconds
1635348400,13,4.408644,3.104635,2.172173,0.077369,3.096447,3.096447,3.096447,3.096447,3.837768,3.837768,0.003515,0.003592,0.003875,0.006787,calls/second,seconds
1635348430,13,4.408644,3.104635,2.172173,0.077369,3.096447,3.096447,3.096447,3.096447,3.837768,3.837768,0.003487,0.002179,0.003506,0.006564,calls/second,seconds
1635348460,13,4.408644,3.104635,2.172173,0.077369,3.096447,3.096447,3.096447,3.096447,3.837768,3.837768,0.003459,0.001322,0.003173,0.006349,calls/second,seconds
1635348490,13,4.408644,3.104635,2.172173,0.077369,3.096447,3.096447,3.096447,3.096447,3.837768,3.837768,0.003431,0.000802,0.002871,0.006141,calls/second,seconds
1635348520,13,4.408644,3.104635,2.172173,0.077369,3.096447,3.096447,3.096447,3.096447,3.837768,3.837768,0.003404,0.000486,0.002598,0.005939,calls/second,seconds
1635348550,13,4.408644,3.104635,2.172173,0.077369,3.096447,3.096447,3.096447,3.096447,3.837768,3.837768,0.003378,0.000295,0.002350,0.005745,calls/second,seconds
1635348580,13,4.408644,3.104635,2.172173,0.077369,3.096447,3.096447,3.096447,3.096447,3.837768,3.837768,0.003352,0.000179,0.002127,0.005556,calls/second,seconds
1635348610,14,4.408644,3.189881,2.172173,0.012171,3.190839,3.190839,3.190839,3.190839,3.190839,3.190839,0.003582,0.016100,0.005230,0.006482,calls/second,seconds
1635348640,14,4.408644,3.189881,2.172173,0.012171,3.190839,3.190839,3.190839,3.190839,3.190839,3.190839,0.003555,0.009765,0.004732,0.006270,calls/second,seconds
1635348670,14,4.408644,3.189881,2.172173,0.012171,3.190839,3.190839,3.190839,3.190839,3.190839,3.190839,0.003528,0.005923,0.004282,0.006064,calls/second,seconds
1635348700,14,4.408644,3.189881,2.172173,0.012171,3.190839,3.190839,3.190839,3.190839,3.190839,3.190839,0.003501,0.003592,0.003874,0.005865,calls/second,seconds
1635348730,14,4.408644,3.189881,2.172173,0.012171,3.190839,3.190839,3.190839,3.190839,3.190839,3.190839,0.003475,0.002179,0.003506,0.005673,calls/second,seconds
1635348760,14,4.408644,3.189881,2.172173,0.012171,3.190839,3.190839,3.190839,3.190839,3.190839,3.190839,0.003449,0.001322,0.003172,0.005487,calls/second,seconds
1635348790,14,4.408644,3.189881,2.172173,0.012171,3.190839,3.190839,3.190839,3.190839,3.190839,3.190839,0.003424,0.000802,0.002870,0.005307,calls/second,seconds
1635348820,14,4.408644,3.189881,2.172173,0.012171,3.190839,3.190839,3.190839,3.190839,3.190839,3.190839,0.003399,0.000486,0.002597,0.005133,calls/second,seconds
1635348850,14,4.408644,3.189881,2.172173,0.012171,3.190839,3.190839,3.190839,3.190839,3.190839,3.190839,0.003375,0.000295,0.002350,0.004965,calls/second,seconds
1635348880,14,4.408644,3.189881,2.172173,0.012171,3.190839,3.190839,3.190839,3.190839,3.190839,3.190839,0.003350,0.000179,0.002126,0.004802,calls/second,seconds
1635348910,15,4.408644,3.010737,2.172173,0.019031,3.008724,3.008724,3.008724,3.008724,3.190839,3.190839,0.003564,0.016100,0.005230,0.005753,calls/second,seconds
1635348940,15,4.408644,3.010737,2.172173,0.019031,3.008724,3.008724,3.008724,3.008724,3.190839,3.190839,0.003539,0.009765,0.004732,0.005564,calls/second,seconds
1635348970,15,4.408644,3.010737,2.172173,0.019031,3.008724,3.008724,3.008724,3.008724,3.190839,3.190839,0.003514,0.005923,0.004282,0.005382,calls/second,seconds
1635349000,15,4.408644,3.010737,2.172173,0.019031,3.008724,3.008724,3.008724,3.008724,3.190839,3.190839,0.003490,0.003592,0.003874,0.005205,calls/second,seconds
1635349030,15,4.408644,3.010737,2.172173,0.019031,3.008724,3.008724,3.008724,3.008724,3.190839,3.190839,0.003465,0.002179,0.003506,0.005035,calls/second,seconds
1635349060,15,4.408644,3.010737,2.172173,0.019031,3.008724,3.008724,3.008724,3.008724,3.190839,3.190839,0.003441,0.001322,0.003172,0.004870,calls/second,seconds
1635349090,15,4.408644,3.010737,2.172173,0.019031,3.008724,3.008724,3.008724,3.008724,3.190839,3.190839,0.003418,0.000802,0.002870,0.004710,calls/second,seconds
1635349120,15,4.408644,3.010737,2.172173,0.019031,3.008724,3.008724,3.008724,3.008724,3.190839,3.190839,0.003395,0.000486,0.002597,0.004556,calls/second,seconds
1635349150,15,4.408644,3.010737,2.172173,0.019031,3.008724,3.008724,3.008724,3.008724,3.190839,3.190839,0.003372,0.000295,0.002350,0.004406,calls/second,seconds
1635349180,15,4.408644,3.010737,2.172173,0.019031,3.008724,3.008724,3.008724,3.008724,3.190839,3.190839,0.003349,0.000179,0.002126,0.004262,calls/second,seconds
1635349210,16,4.408644,2.371044,2.172173,0.068341,2.363749,2.363749,2.363749,2.363749,3.008724,3.008724,0.003549,0.016100,0.005230,0.005230,calls/second,seconds
1635349240,16,4.408644,2.371044,2.172173,0.068341,2.363749,2.363749,2.363749,2.363749,3.008724,3.008724,0.003525,0.009765,0.004732,0.005059,calls/second,seconds
1635349270,16,4.408644,2.371044,2.172173,0.068341,2.363749,2.363749,2.363749,2.363749,3.008724,3.008724,0.003502,0.005923,0.004282,0.004893,calls/second,seconds
1635349300,16,4.408644,2.371044,2.172173,0.068341,2.363749,2.363749,2.363749,2.363749,3.008724,3.008724,0.003479,0.003592,0.003874,0.004732,calls/second,seconds
1635349330,16,4.408644,2.371044,2.172173,0.068341,2.363749,2.363749,2.363749,2.363749,3.008724,3.008724,0.003457,0.002179,0.003506,0.004577,calls/second,seconds
1635349360,16,4.408644,2.371044,2.172173,0.068341,2.363749,2.363749,2.363749,2.363749,3.008724,3.008724,0.003435,0.001322,0.003172,0.004427,calls/second,seconds
1635349390,16,4.408644,2.371044,2.172173,0.068341,2.363749,2.363749,2.363749,2.363749,3.008724,3.008724,0.003413,0.000802,0.002870,0.004282,calls/second,seconds
1635349420,16,4.408644,2.371044,2.172173,0.068341,2.363749,2.363749,2.363749,2.363749,3.008724,3.008724,0.003391,0.000486,0.002597,0.004142,calls/second,seconds
1635349450,16,4.408644,2.371044,2.172173,0.068341,2.363749,2.363749,2.363749,2.363749,3.008724,3.008724,0.003369,0.000295,0.002350,0.004006,calls/second,seconds
1635349480,16,4.408644,2.371044,2.172173,0.068341,2.363749,2.363749,2.363749,2.363749,3.008724,3.008724,0.003348,0.000179,0.002126,0.003875,calls/second,seconds
1635349510,17,4.408644,2.656037,2.172173,0.031056,2.659239,2.659239,2.659239,2.659239,2.659239,2.659239,0.003535,0.016100,0.005230,0.004856,calls/second,seconds
